hotel_id,title,description,total_inventory,total_reserved
543,room_type_1,single bedroom,10,10
543,room_type_2,double bedroom,10,10
543,room_type_5,suite,10,10
544,room_type_1,single bedroom,10,10
544,room_type_2,double bedroom,10,10
544,room_type_4,king size,10,10
545,room_type_1,single bedroom,10,10
545,room_type_2,double bedroom,10,10
545,room_type_5,suite,10,10
546,room_type_1,single bedroom,10,10
546,room_type_2,double bedroom,10,10
546,room_type_3,queen size,10,10
547,room_type_1,single bedroom,10,10
547,room_type_2,double bedroom,10,10
547,room_type_6,apartment,10,10
548,room_type_1,single bedroom,10,10
548,room_type_2,double bedroom,10,10
548,room_type_3,queen size,10,10
549,room_type_1,single bedroom,10,10
549,room_type_2,double bedroom,10,10
549,room_type_6,apartment,10,10
550,room_type_1,single bedroom,10,10
550,room_type_2,double bedroom,10,10
550,room_type_3,queen size,10,10
551,room_type_1,single bedroom,10,10
551,room_type_2,double bedroom,10,10
551,room_type_4,king size,10,10
552,room_type_1,single bedroom,10,10
552,room_type_2,double bedroom,10,10
552,room_type_5,suite,10,10
553,room_type_1,single bedroom,10,10
553,room_type_2,double bedroom,10,10
553,room_type_3,queen size,10,10
554,room_type_1,single bedroom,10,10
554,room_type_2,double bedroom,10,10
554,room_type_4,king size,10,10
555,room_type_1,single bedroom,10,10
555,room_type_2,double bedroom,10,10
555,room_type_5,suite,10,10
556,room_type_1,single bedroom,10,10
556,room_type_2,double bedroom,10,10
556,room_type_6,apartment,10,10
557,room_type_1,single bedroom,10,10
557,room_type_2,double bedroom,10,10
557,room_type_4,king size,10,10
558,room_type_1,single bedroom,10,10
558,room_type_2,double bedroom,10,10
558,room_type_5,suite,10,10
559,room_type_1,single bedroom,10,10
559,room_type_2,double bedroom,10,10
559,room_type_5,suite,10,10
560,room_type_1,single bedroom,10,10
560,room_type_2,double bedroom,10,10
560,room_type_3,queen size,10,10
561,room_type_1,single bedroom,10,10
561,room_type_2,double bedroom,10,10
561,room_type_6,apartment,10,10
562,room_type_1,single bedroom,10,10
562,room_type_2,double bedroom,10,10
562,room_type_4,king size,10,10
563,room_type_1,single bedroom,10,10
563,room_type_2,double bedroom,10,10
563,room_type_3,queen size,10,10
564,room_type_1,single bedroom,10,10
564,room_type_2,double bedroom,10,10
564,room_type_5,suite,10,10
565,room_type_1,single bedroom,10,10
565,room_type_2,double bedroom,10,10
565,room_type_5,suite,10,10
566,room_type_1,single bedroom,10,10
566,room_type_2,double bedroom,10,10
566,room_type_5,suite,10,10
567,room_type_1,single bedroom,10,10
567,room_type_2,double bedroom,10,10
567,room_type_3,queen size,10,10
568,room_type_1,single bedroom,10,10
568,room_type_2,double bedroom,10,10
568,room_type_5,suite,10,10
569,room_type_1,single bedroom,10,10
569,room_type_2,double bedroom,10,10
569,room_type_5,suite,10,10
570,room_type_1,single bedroom,10,10
570,room_type_2,double bedroom,10,10
570,room_type_3,queen size,10,10
571,room_type_1,single bedroom,10,10
571,room_type_2,double bedroom,10,10
571,room_type_4,king size,10,10
572,room_type_1,single bedroom,10,10
572,room_type_2,double bedroom,10,10
572,room_type_5,suite,10,10
573,room_type_1,single bedroom,10,10
573,room_type_2,double bedroom,10,10
573,room_type_6,apartment,10,10
574,room_type_1,single bedroom,10,10
574,room_type_2,double bedroom,10,10
574,room_type_6,apartment,10,10
575,room_type_1,single bedroom,10,10
575,room_type_2,double bedroom,10,10
575,room_type_4,king size,10,10
576,room_type_1,single bedroom,10,10
576,room_type_2,double bedroom,10,10
576,room_type_5,suite,10,10
577,room_type_1,single bedroom,10,10
577,room_type_2,double bedroom,10,10
577,room_type_3,queen size,10,10
578,room_type_1,single bedroom,10,10
578,room_type_2,double bedroom,10,10
578,room_type_3,queen size,10,10
579,room_type_1,single bedroom,10,10
579,room_type_2,double bedroom,10,10
579,room_type_6,apartment,10,10
580,room_type_1,single bedroom,10,10
580,room_type_2,double bedroom,10,10
580,room_type_3,queen size,10,10
581,room_type_1,single bedroom,10,10
581,room_type_2,double bedroom,10,10
581,room_type_4,king size,10,10
582,room_type_1,single bedroom,10,10
582,room_type_2,double bedroom,10,10
582,room_type_5,suite,10,10
583,room_type_1,single bedroom,10,10
583,room_type_2,double bedroom,10,10
583,room_type_4,king size,10,10
584,room_type_1,single bedroom,10,10
584,room_type_2,double bedroom,10,10
584,room_type_3,queen size,10,10
585,room_type_1,single bedroom,10,10
585,room_type_2,double bedroom,10,10
585,room_type_3,queen size,10,10
586,room_type_1,single bedroom,10,10
586,room_type_2,double bedroom,10,10
586,room_type_6,apartment,10,10
587,room_type_1,single bedroom,10,10
587,room_type_2,double bedroom,10,10
587,room_type_4,king size,10,10
588,room_type_1,single bedroom,10,10
588,room_type_2,double bedroom,10,10
588,room_type_3,queen size,10,10
589,room_type_1,single bedroom,10,10
589,room_type_2,double bedroom,10,10
589,room_type_4,king size,10,10
590,room_type_1,single bedroom,10,10
590,room_type_2,double bedroom,10,10
590,room_type_6,apartment,10,10
591,room_type_1,single bedroom,10,10
591,room_type_2,double bedroom,10,10
591,room_type_6,apartment,10,10
592,room_type_1,single bedroom,10,10
592,room_type_2,double bedroom,10,10
592,room_type_5,suite,10,10
593,room_type_1,single bedroom,10,10
593,room_type_2,double bedroom,10,10
593,room_type_5,suite,10,10
594,room_type_1,single bedroom,10,10
594,room_type_2,double bedroom,10,10
594,room_type_4,king size,10,10
595,room_type_1,single bedroom,10,10
595,room_type_2,double bedroom,10,10
595,room_type_6,apartment,10,10
596,room_type_1,single bedroom,10,10
596,room_type_2,double bedroom,10,10
596,room_type_3,queen size,10,10
597,room_type_1,single bedroom,10,10
597,room_type_2,double bedroom,10,10
597,room_type_5,suite,10,10
598,room_type_1,single bedroom,10,10
598,room_type_2,double bedroom,10,10
598,room_type_4,king size,10,10
599,room_type_1,single bedroom,10,10
599,room_type_2,double bedroom,10,10
599,room_type_4,king size,10,10
600,room_type_1,single bedroom,10,10
600,room_type_2,double bedroom,10,10
600,room_type_5,suite,10,10
601,room_type_1,single bedroom,10,10
601,room_type_2,double bedroom,10,10
601,room_type_3,queen size,10,10
602,room_type_1,single bedroom,10,10
602,room_type_2,double bedroom,10,10
602,room_type_4,king size,10,10
603,room_type_1,single bedroom,10,10
603,room_type_2,double bedroom,10,10
603,room_type_4,king size,10,10
604,room_type_1,single bedroom,10,10
604,room_type_2,double bedroom,10,10
604,room_type_4,king size,10,10
605,room_type_1,single bedroom,10,10
605,room_type_2,double bedroom,10,10
605,room_type_3,queen size,10,10
606,room_type_1,single bedroom,10,10
606,room_type_2,double bedroom,10,10
606,room_type_6,apartment,10,10
607,room_type_1,single bedroom,10,10
607,room_type_2,double bedroom,10,10
607,room_type_5,suite,10,10
608,room_type_1,single bedroom,10,10
608,room_type_2,double bedroom,10,10
608,room_type_4,king size,10,10
609,room_type_1,single bedroom,10,10
609,room_type_2,double bedroom,10,10
609,room_type_5,suite,10,10
610,room_type_1,single bedroom,10,10
610,room_type_2,double bedroom,10,10
610,room_type_3,queen size,10,10
611,room_type_1,single bedroom,10,10
611,room_type_2,double bedroom,10,10
611,room_type_4,king size,10,10
612,room_type_1,single bedroom,10,10
612,room_type_2,double bedroom,10,10
612,room_type_4,king size,10,10
613,room_type_1,single bedroom,10,10
613,room_type_2,double bedroom,10,10
613,room_type_5,suite,10,10
614,room_type_1,single bedroom,10,10
614,room_type_2,double bedroom,10,10
614,room_type_6,apartment,10,10
615,room_type_1,single bedroom,10,10
615,room_type_2,double bedroom,10,10
615,room_type_5,suite,10,10
616,room_type_1,single bedroom,10,10
616,room_type_2,double bedroom,10,10
616,room_type_3,queen size,10,10
617,room_type_1,single bedroom,10,10
617,room_type_2,double bedroom,10,10
617,room_type_5,suite,10,10
618,room_type_1,single bedroom,10,10
618,room_type_2,double bedroom,10,10
618,room_type_4,king size,10,10
619,room_type_1,single bedroom,10,10
619,room_type_2,double bedroom,10,10
619,room_type_4,king size,10,10
620,room_type_1,single bedroom,10,10
620,room_type_2,double bedroom,10,10
620,room_type_6,apartment,10,10
621,room_type_1,single bedroom,10,10
621,room_type_2,double bedroom,10,10
621,room_type_5,suite,10,10
622,room_type_1,single bedroom,10,10
622,room_type_2,double bedroom,10,10
622,room_type_5,suite,10,10
623,room_type_1,single bedroom,10,10
623,room_type_2,double bedroom,10,10
623,room_type_3,queen size,10,10
624,room_type_1,single bedroom,10,10
624,room_type_2,double bedroom,10,10
624,room_type_4,king size,10,10
625,room_type_1,single bedroom,10,10
625,room_type_2,double bedroom,10,10
625,room_type_6,apartment,10,10
626,room_type_1,single bedroom,10,10
626,room_type_2,double bedroom,10,10
626,room_type_6,apartment,10,10
627,room_type_1,single bedroom,10,10
627,room_type_2,double bedroom,10,10
627,room_type_6,apartment,10,10
628,room_type_1,single bedroom,10,10
628,room_type_2,double bedroom,10,10
628,room_type_5,suite,10,10
629,room_type_1,single bedroom,10,10
629,room_type_2,double bedroom,10,10
629,room_type_5,suite,10,10
630,room_type_1,single bedroom,10,10
630,room_type_2,double bedroom,10,10
630,room_type_4,king size,10,10
631,room_type_1,single bedroom,10,10
631,room_type_2,double bedroom,10,10
631,room_type_3,queen size,10,10
632,room_type_1,single bedroom,10,10
632,room_type_2,double bedroom,10,10
632,room_type_5,suite,10,10
633,room_type_1,single bedroom,10,10
633,room_type_2,double bedroom,10,10
633,room_type_3,queen size,10,10
634,room_type_1,single bedroom,10,10
634,room_type_2,double bedroom,10,10
634,room_type_6,apartment,10,10
635,room_type_1,single bedroom,10,10
635,room_type_2,double bedroom,10,10
635,room_type_4,king size,10,10
636,room_type_1,single bedroom,10,10
636,room_type_2,double bedroom,10,10
636,room_type_5,suite,10,10
637,room_type_1,single bedroom,10,10
637,room_type_2,double bedroom,10,10
637,room_type_6,apartment,10,10
638,room_type_1,single bedroom,10,10
638,room_type_2,double bedroom,10,10
638,room_type_6,apartment,10,10
639,room_type_1,single bedroom,10,10
639,room_type_2,double bedroom,10,10
639,room_type_3,queen size,10,10
640,room_type_1,single bedroom,10,10
640,room_type_2,double bedroom,10,10
640,room_type_5,suite,10,10
641,room_type_1,single bedroom,10,10
641,room_type_2,double bedroom,10,10
641,room_type_5,suite,10,10
642,room_type_1,single bedroom,10,10
642,room_type_2,double bedroom,10,10
642,room_type_3,queen size,10,10
643,room_type_1,single bedroom,10,10
643,room_type_2,double bedroom,10,10
643,room_type_6,apartment,10,10
644,room_type_1,single bedroom,10,10
644,room_type_2,double bedroom,10,10
644,room_type_3,queen size,10,10
645,room_type_1,single bedroom,10,10
645,room_type_2,double bedroom,10,10
645,room_type_3,queen size,10,10
646,room_type_1,single bedroom,10,10
646,room_type_2,double bedroom,10,10
646,room_type_3,queen size,10,10
647,room_type_1,single bedroom,10,10
647,room_type_2,double bedroom,10,10
647,room_type_5,suite,10,10
648,room_type_1,single bedroom,10,10
648,room_type_2,double bedroom,10,10
648,room_type_3,queen size,10,10
649,room_type_1,single bedroom,10,10
649,room_type_2,double bedroom,10,10
649,room_type_4,king size,10,10
650,room_type_1,single bedroom,10,10
650,room_type_2,double bedroom,10,10
650,room_type_3,queen size,10,10
651,room_type_1,single bedroom,10,10
651,room_type_2,double bedroom,10,10
651,room_type_4,king size,10,10
652,room_type_1,single bedroom,10,10
652,room_type_2,double bedroom,10,10
652,room_type_5,suite,10,10
653,room_type_1,single bedroom,10,10
653,room_type_2,double bedroom,10,10
653,room_type_3,queen size,10,10
654,room_type_1,single bedroom,10,10
654,room_type_2,double bedroom,10,10
654,room_type_3,queen size,10,10
655,room_type_1,single bedroom,10,10
655,room_type_2,double bedroom,10,10
655,room_type_5,suite,10,10
656,room_type_1,single bedroom,10,10
656,room_type_2,double bedroom,10,10
656,room_type_3,queen size,10,10
657,room_type_1,single bedroom,10,10
657,room_type_2,double bedroom,10,10
657,room_type_6,apartment,10,10
658,room_type_1,single bedroom,10,10
658,room_type_2,double bedroom,10,10
658,room_type_4,king size,10,10
659,room_type_1,single bedroom,10,10
659,room_type_2,double bedroom,10,10
659,room_type_4,king size,10,10
660,room_type_1,single bedroom,10,10
660,room_type_2,double bedroom,10,10
660,room_type_3,queen size,10,10
661,room_type_1,single bedroom,10,10
661,room_type_2,double bedroom,10,10
661,room_type_6,apartment,10,10
662,room_type_1,single bedroom,10,10
662,room_type_2,double bedroom,10,10
662,room_type_4,king size,10,10
663,room_type_1,single bedroom,10,10
663,room_type_2,double bedroom,10,10
663,room_type_4,king size,10,10
664,room_type_1,single bedroom,10,10
664,room_type_2,double bedroom,10,10
664,room_type_6,apartment,10,10
665,room_type_1,single bedroom,10,10
665,room_type_2,double bedroom,10,10
665,room_type_5,suite,10,10
666,room_type_1,single bedroom,10,10
666,room_type_2,double bedroom,10,10
666,room_type_5,suite,10,10
667,room_type_1,single bedroom,10,10
667,room_type_2,double bedroom,10,10
667,room_type_3,queen size,10,10
668,room_type_1,single bedroom,10,10
668,room_type_2,double bedroom,10,10
668,room_type_3,queen size,10,10
669,room_type_1,single bedroom,10,10
669,room_type_2,double bedroom,10,10
669,room_type_5,suite,10,10
670,room_type_1,single bedroom,10,10
670,room_type_2,double bedroom,10,10
670,room_type_6,apartment,10,10
671,room_type_1,single bedroom,10,10
671,room_type_2,double bedroom,10,10
671,room_type_4,king size,10,10
672,room_type_1,single bedroom,10,10
672,room_type_2,double bedroom,10,10
672,room_type_3,queen size,10,10
673,room_type_1,single bedroom,10,10
673,room_type_2,double bedroom,10,10
673,room_type_6,apartment,10,10
674,room_type_1,single bedroom,10,10
674,room_type_2,double bedroom,10,10
674,room_type_4,king size,10,10
675,room_type_1,single bedroom,10,10
675,room_type_2,double bedroom,10,10
675,room_type_3,queen size,10,10
676,room_type_1,single bedroom,10,10
676,room_type_2,double bedroom,10,10
676,room_type_5,suite,10,10
677,room_type_1,single bedroom,10,10
677,room_type_2,double bedroom,10,10
677,room_type_3,queen size,10,10
678,room_type_1,single bedroom,10,10
678,room_type_2,double bedroom,10,10
678,room_type_5,suite,10,10
679,room_type_1,single bedroom,10,10
679,room_type_2,double bedroom,10,10
679,room_type_6,apartment,10,10
680,room_type_1,single bedroom,10,10
680,room_type_2,double bedroom,10,10
680,room_type_3,queen size,10,10
681,room_type_1,single bedroom,10,10
681,room_type_2,double bedroom,10,10
681,room_type_5,suite,10,10
682,room_type_1,single bedroom,10,10
682,room_type_2,double bedroom,10,10
682,room_type_5,suite,10,10
683,room_type_1,single bedroom,10,10
683,room_type_2,double bedroom,10,10
683,room_type_5,suite,10,10
684,room_type_1,single bedroom,10,10
684,room_type_2,double bedroom,10,10
684,room_type_6,apartment,10,10
685,room_type_1,single bedroom,10,10
685,room_type_2,double bedroom,10,10
685,room_type_4,king size,10,10
686,room_type_1,single bedroom,10,10
686,room_type_2,double bedroom,10,10
686,room_type_3,queen size,10,10
687,room_type_1,single bedroom,10,10
687,room_type_2,double bedroom,10,10
687,room_type_5,suite,10,10
688,room_type_1,single bedroom,10,10
688,room_type_2,double bedroom,10,10
688,room_type_4,king size,10,10
689,room_type_1,single bedroom,10,10
689,room_type_2,double bedroom,10,10
689,room_type_6,apartment,10,10
690,room_type_1,single bedroom,10,10
690,room_type_2,double bedroom,10,10
690,room_type_6,apartment,10,10
691,room_type_1,single bedroom,10,10
691,room_type_2,double bedroom,10,10
691,room_type_5,suite,10,10
692,room_type_1,single bedroom,10,10
692,room_type_2,double bedroom,10,10
692,room_type_3,queen size,10,10
693,room_type_1,single bedroom,10,10
693,room_type_2,double bedroom,10,10
693,room_type_3,queen size,10,10
694,room_type_1,single bedroom,10,10
694,room_type_2,double bedroom,10,10
694,room_type_4,king size,10,10
695,room_type_1,single bedroom,10,10
695,room_type_2,double bedroom,10,10
695,room_type_6,apartment,10,10
696,room_type_1,single bedroom,10,10
696,room_type_2,double bedroom,10,10
696,room_type_3,queen size,10,10
697,room_type_1,single bedroom,10,10
697,room_type_2,double bedroom,10,10
697,room_type_6,apartment,10,10
698,room_type_1,single bedroom,10,10
698,room_type_2,double bedroom,10,10
698,room_type_5,suite,10,10
699,room_type_1,single bedroom,10,10
699,room_type_2,double bedroom,10,10
699,room_type_4,king size,10,10
700,room_type_1,single bedroom,10,10
700,room_type_2,double bedroom,10,10
700,room_type_3,queen size,10,10
701,room_type_1,single bedroom,10,10
701,room_type_2,double bedroom,10,10
701,room_type_5,suite,10,10
702,room_type_1,single bedroom,10,10
702,room_type_2,double bedroom,10,10
702,room_type_4,king size,10,10
703,room_type_1,single bedroom,10,10
703,room_type_2,double bedroom,10,10
703,room_type_6,apartment,10,10
704,room_type_1,single bedroom,10,10
704,room_type_2,double bedroom,10,10
704,room_type_6,apartment,10,10
705,room_type_1,single bedroom,10,10
705,room_type_2,double bedroom,10,10
705,room_type_3,queen size,10,10
706,room_type_1,single bedroom,10,10
706,room_type_2,double bedroom,10,10
706,room_type_3,queen size,10,10
707,room_type_1,single bedroom,10,10
707,room_type_2,double bedroom,10,10
707,room_type_5,suite,10,10
708,room_type_1,single bedroom,10,10
708,room_type_2,double bedroom,10,10
708,room_type_5,suite,10,10
709,room_type_1,single bedroom,10,10
709,room_type_2,double bedroom,10,10
709,room_type_3,queen size,10,10
710,room_type_1,single bedroom,10,10
710,room_type_2,double bedroom,10,10
710,room_type_5,suite,10,10
711,room_type_1,single bedroom,10,10
711,room_type_2,double bedroom,10,10
711,room_type_3,queen size,10,10
712,room_type_1,single bedroom,10,10
712,room_type_2,double bedroom,10,10
712,room_type_3,queen size,10,10
713,room_type_1,single bedroom,10,10
713,room_type_2,double bedroom,10,10
713,room_type_3,queen size,10,10
714,room_type_1,single bedroom,10,10
714,room_type_2,double bedroom,10,10
714,room_type_5,suite,10,10
715,room_type_1,single bedroom,10,10
715,room_type_2,double bedroom,10,10
715,room_type_5,suite,10,10
716,room_type_1,single bedroom,10,10
716,room_type_2,double bedroom,10,10
716,room_type_6,apartment,10,10
717,room_type_1,single bedroom,10,10
717,room_type_2,double bedroom,10,10
717,room_type_4,king size,10,10
718,room_type_1,single bedroom,10,10
718,room_type_2,double bedroom,10,10
718,room_type_5,suite,10,10
719,room_type_1,single bedroom,10,10
719,room_type_2,double bedroom,10,10
719,room_type_6,apartment,10,10
720,room_type_1,single bedroom,10,10
720,room_type_2,double bedroom,10,10
720,room_type_3,queen size,10,10
721,room_type_1,single bedroom,10,10
721,room_type_2,double bedroom,10,10
721,room_type_3,queen size,10,10
722,room_type_1,single bedroom,10,10
722,room_type_2,double bedroom,10,10
722,room_type_5,suite,10,10
723,room_type_1,single bedroom,10,10
723,room_type_2,double bedroom,10,10
723,room_type_6,apartment,10,10
724,room_type_1,single bedroom,10,10
724,room_type_2,double bedroom,10,10
724,room_type_3,queen size,10,10
725,room_type_1,single bedroom,10,10
725,room_type_2,double bedroom,10,10
725,room_type_5,suite,10,10
726,room_type_1,single bedroom,10,10
726,room_type_2,double bedroom,10,10
726,room_type_4,king size,10,10
727,room_type_1,single bedroom,10,10
727,room_type_2,double bedroom,10,10
727,room_type_6,apartment,10,10
728,room_type_1,single bedroom,10,10
728,room_type_2,double bedroom,10,10
728,room_type_3,queen size,10,10
729,room_type_1,single bedroom,10,10
729,room_type_2,double bedroom,10,10
729,room_type_3,queen size,10,10
730,room_type_1,single bedroom,10,10
730,room_type_2,double bedroom,10,10
730,room_type_3,queen size,10,10
731,room_type_1,single bedroom,10,10
731,room_type_2,double bedroom,10,10
731,room_type_5,suite,10,10
732,room_type_1,single bedroom,10,10
732,room_type_2,double bedroom,10,10
732,room_type_6,apartment,10,10
733,room_type_1,single bedroom,10,10
733,room_type_2,double bedroom,10,10
733,room_type_5,suite,10,10
734,room_type_1,single bedroom,10,10
734,room_type_2,double bedroom,10,10
734,room_type_5,suite,10,10
735,room_type_1,single bedroom,10,10
735,room_type_2,double bedroom,10,10
735,room_type_4,king size,10,10
736,room_type_1,single bedroom,10,10
736,room_type_2,double bedroom,10,10
736,room_type_5,suite,10,10
737,room_type_1,single bedroom,10,10
737,room_type_2,double bedroom,10,10
737,room_type_3,queen size,10,10
738,room_type_1,single bedroom,10,10
738,room_type_2,double bedroom,10,10
738,room_type_3,queen size,10,10
739,room_type_1,single bedroom,10,10
739,room_type_2,double bedroom,10,10
739,room_type_6,apartment,10,10
740,room_type_1,single bedroom,10,10
740,room_type_2,double bedroom,10,10
740,room_type_6,apartment,10,10
741,room_type_1,single bedroom,10,10
741,room_type_2,double bedroom,10,10
741,room_type_4,king size,10,10
742,room_type_1,single bedroom,10,10
742,room_type_2,double bedroom,10,10
742,room_type_4,king size,10,10
743,room_type_1,single bedroom,10,10
743,room_type_2,double bedroom,10,10
743,room_type_3,queen size,10,10
744,room_type_1,single bedroom,10,10
744,room_type_2,double bedroom,10,10
744,room_type_6,apartment,10,10
745,room_type_1,single bedroom,10,10
745,room_type_2,double bedroom,10,10
745,room_type_4,king size,10,10
746,room_type_1,single bedroom,10,10
746,room_type_2,double bedroom,10,10
746,room_type_3,queen size,10,10
747,room_type_1,single bedroom,10,10
747,room_type_2,double bedroom,10,10
747,room_type_5,suite,10,10
748,room_type_1,single bedroom,10,10
748,room_type_2,double bedroom,10,10
748,room_type_5,suite,10,10
749,room_type_1,single bedroom,10,10
749,room_type_2,double bedroom,10,10
749,room_type_6,apartment,10,10
750,room_type_1,single bedroom,10,10
750,room_type_2,double bedroom,10,10
750,room_type_5,suite,10,10
751,room_type_1,single bedroom,10,10
751,room_type_2,double bedroom,10,10
751,room_type_5,suite,10,10
752,room_type_1,single bedroom,10,10
752,room_type_2,double bedroom,10,10
752,room_type_5,suite,10,10
753,room_type_1,single bedroom,10,10
753,room_type_2,double bedroom,10,10
753,room_type_3,queen size,10,10
754,room_type_1,single bedroom,10,10
754,room_type_2,double bedroom,10,10
754,room_type_3,queen size,10,10
755,room_type_1,single bedroom,10,10
755,room_type_2,double bedroom,10,10
755,room_type_3,queen size,10,10
756,room_type_1,single bedroom,10,10
756,room_type_2,double bedroom,10,10
756,room_type_4,king size,10,10
757,room_type_1,single bedroom,10,10
757,room_type_2,double bedroom,10,10
757,room_type_6,apartment,10,10
758,room_type_1,single bedroom,10,10
758,room_type_2,double bedroom,10,10
758,room_type_6,apartment,10,10
759,room_type_1,single bedroom,10,10
759,room_type_2,double bedroom,10,10
759,room_type_4,king size,10,10
760,room_type_1,single bedroom,10,10
760,room_type_2,double bedroom,10,10
760,room_type_5,suite,10,10
761,room_type_1,single bedroom,10,10
761,room_type_2,double bedroom,10,10
761,room_type_6,apartment,10,10
762,room_type_1,single bedroom,10,10
762,room_type_2,double bedroom,10,10
762,room_type_5,suite,10,10
763,room_type_1,single bedroom,10,10
763,room_type_2,double bedroom,10,10
763,room_type_4,king size,10,10
764,room_type_1,single bedroom,10,10
764,room_type_2,double bedroom,10,10
764,room_type_5,suite,10,10
765,room_type_1,single bedroom,10,10
765,room_type_2,double bedroom,10,10
765,room_type_3,queen size,10,10
766,room_type_1,single bedroom,10,10
766,room_type_2,double bedroom,10,10
766,room_type_6,apartment,10,10
767,room_type_1,single bedroom,10,10
767,room_type_2,double bedroom,10,10
767,room_type_6,apartment,10,10
768,room_type_1,single bedroom,10,10
768,room_type_2,double bedroom,10,10
768,room_type_3,queen size,10,10
769,room_type_1,single bedroom,10,10
769,room_type_2,double bedroom,10,10
769,room_type_3,queen size,10,10
770,room_type_1,single bedroom,10,10
770,room_type_2,double bedroom,10,10
770,room_type_4,king size,10,10
771,room_type_1,single bedroom,10,10
771,room_type_2,double bedroom,10,10
771,room_type_4,king size,10,10
772,room_type_1,single bedroom,10,10
772,room_type_2,double bedroom,10,10
772,room_type_6,apartment,10,10
773,room_type_1,single bedroom,10,10
773,room_type_2,double bedroom,10,10
773,room_type_4,king size,10,10
774,room_type_1,single bedroom,10,10
774,room_type_2,double bedroom,10,10
774,room_type_5,suite,10,10
775,room_type_1,single bedroom,10,10
775,room_type_2,double bedroom,10,10
775,room_type_3,queen size,10,10
776,room_type_1,single bedroom,10,10
776,room_type_2,double bedroom,10,10
776,room_type_4,king size,10,10
777,room_type_1,single bedroom,10,10
777,room_type_2,double bedroom,10,10
777,room_type_5,suite,10,10
778,room_type_1,single bedroom,10,10
778,room_type_2,double bedroom,10,10
778,room_type_5,suite,10,10
779,room_type_1,single bedroom,10,10
779,room_type_2,double bedroom,10,10
779,room_type_4,king size,10,10
780,room_type_1,single bedroom,10,10
780,room_type_2,double bedroom,10,10
780,room_type_4,king size,10,10
781,room_type_1,single bedroom,10,10
781,room_type_2,double bedroom,10,10
781,room_type_5,suite,10,10
782,room_type_1,single bedroom,10,10
782,room_type_2,double bedroom,10,10
782,room_type_6,apartment,10,10
783,room_type_1,single bedroom,10,10
783,room_type_2,double bedroom,10,10
783,room_type_5,suite,10,10
784,room_type_1,single bedroom,10,10
784,room_type_2,double bedroom,10,10
784,room_type_4,king size,10,10
785,room_type_1,single bedroom,10,10
785,room_type_2,double bedroom,10,10
785,room_type_6,apartment,10,10
786,room_type_1,single bedroom,10,10
786,room_type_2,double bedroom,10,10
786,room_type_6,apartment,10,10
787,room_type_1,single bedroom,10,10
787,room_type_2,double bedroom,10,10
787,room_type_6,apartment,10,10
788,room_type_1,single bedroom,10,10
788,room_type_2,double bedroom,10,10
788,room_type_5,suite,10,10
789,room_type_1,single bedroom,10,10
789,room_type_2,double bedroom,10,10
789,room_type_6,apartment,10,10
790,room_type_1,single bedroom,10,10
790,room_type_2,double bedroom,10,10
790,room_type_4,king size,10,10
791,room_type_1,single bedroom,10,10
791,room_type_2,double bedroom,10,10
791,room_type_4,king size,10,10
792,room_type_1,single bedroom,10,10
792,room_type_2,double bedroom,10,10
792,room_type_5,suite,10,10
793,room_type_1,single bedroom,10,10
793,room_type_2,double bedroom,10,10
793,room_type_3,queen size,10,10
794,room_type_1,single bedroom,10,10
794,room_type_2,double bedroom,10,10
794,room_type_3,queen size,10,10
795,room_type_1,single bedroom,10,10
795,room_type_2,double bedroom,10,10
795,room_type_3,queen size,10,10
796,room_type_1,single bedroom,10,10
796,room_type_2,double bedroom,10,10
796,room_type_4,king size,10,10
797,room_type_1,single bedroom,10,10
797,room_type_2,double bedroom,10,10
797,room_type_5,suite,10,10
798,room_type_1,single bedroom,10,10
798,room_type_2,double bedroom,10,10
798,room_type_5,suite,10,10
799,room_type_1,single bedroom,10,10
799,room_type_2,double bedroom,10,10
799,room_type_5,suite,10,10
800,room_type_1,single bedroom,10,10
800,room_type_2,double bedroom,10,10
800,room_type_3,queen size,10,10
801,room_type_1,single bedroom,10,10
801,room_type_2,double bedroom,10,10
801,room_type_3,queen size,10,10
802,room_type_1,single bedroom,10,10
802,room_type_2,double bedroom,10,10
802,room_type_6,apartment,10,10
803,room_type_1,single bedroom,10,10
803,room_type_2,double bedroom,10,10
803,room_type_3,queen size,10,10
804,room_type_1,single bedroom,10,10
804,room_type_2,double bedroom,10,10
804,room_type_3,queen size,10,10
805,room_type_1,single bedroom,10,10
805,room_type_2,double bedroom,10,10
805,room_type_4,king size,10,10
806,room_type_1,single bedroom,10,10
806,room_type_2,double bedroom,10,10
806,room_type_5,suite,10,10
807,room_type_1,single bedroom,10,10
807,room_type_2,double bedroom,10,10
807,room_type_5,suite,10,10
808,room_type_1,single bedroom,10,10
808,room_type_2,double bedroom,10,10
808,room_type_4,king size,10,10
809,room_type_1,single bedroom,10,10
809,room_type_2,double bedroom,10,10
809,room_type_5,suite,10,10
810,room_type_1,single bedroom,10,10
810,room_type_2,double bedroom,10,10
810,room_type_5,suite,10,10
811,room_type_1,single bedroom,10,10
811,room_type_2,double bedroom,10,10
811,room_type_6,apartment,10,10
812,room_type_1,single bedroom,10,10
812,room_type_2,double bedroom,10,10
812,room_type_4,king size,10,10
813,room_type_1,single bedroom,10,10
813,room_type_2,double bedroom,10,10
813,room_type_5,suite,10,10
814,room_type_1,single bedroom,10,10
